,eso_F18_0,de_F18_0,ga_F18_0,pso_F18_0,eso_F18_1,de_F18_1,ga_F18_1,pso_F18_1,eso_F18_2,de_F18_2,ga_F18_2,pso_F18_2,eso_F18_3,de_F18_3,ga_F18_3,pso_F18_3,eso_F18_4,de_F18_4,ga_F18_4,pso_F18_4,eso_F19_0,de_F19_0,ga_F19_0,pso_F19_0,eso_F19_1,de_F19_1,ga_F19_1,pso_F19_1,eso_F19_2,de_F19_2,ga_F19_2,pso_F19_2,eso_F19_3,de_F19_3,ga_F19_3,pso_F19_3,eso_F19_4,de_F19_4,ga_F19_4,pso_F19_4
135,911411.6274601559,16906877.973845683,21658639.20487862,804626.9402895827,476867.1744618706,11497806.087757887,35481290.03168989,1526982.9283000862,1791472.2505157338,11624881.848380068,2400747.225534418,1474067.5212902527,1575034.915112596,1949217.4087907947,8968916.181048851,16507715.554712662,1051819.1544014926,6003374.279720353,8770103.895394132,585829.0306741153,39748211.39219729,16916223.56717732,1546442.0248566517,5059343.535667875,20468537.383197818,44524165.73700662,827131.4617835234,17887217579.095768,36514239.799698085,46209279.487583876,66688.79606825722,15197955.642788554,15928547.119239982,54180194.106993936,55212.79309668544,859083530.81657,31496158.13344048,26888132.986328542,287169.37096035207,1367383706.5100472
136,911411.6274601559,16906877.973845683,21624597.484627098,784209.0446780933,476867.1744618706,11497806.087757887,31660951.292711135,1524802.8245464403,1791472.2505157338,11624881.848380068,2400726.8324746904,1474067.5212902527,1575034.915112596,1949217.4087907947,8968916.139637329,16505169.4901831,580357.0828021833,6003374.279720353,8770103.895903407,578138.5709073541,39748211.39219729,16916223.56717732,1545839.7974268082,5018291.600353893,20468537.383197818,44524165.73700662,829702.3314051022,17887217578.93843,36514239.799698085,46209279.487583876,66208.56903432934,15159313.441577395,15928547.119239982,54180194.106993936,50206.13713341314,859083530.7495241,31496158.13344048,26888132.986328542,280981.0665658479,1362082811.5690255
137,911411.6274601559,16906877.973845683,21600748.870223563,783423.9737839324,476867.1744618706,11497806.087757887,35364794.78979571,1522150.1893554414,1791472.2505157338,11624881.848380068,2400699.178376654,1473354.181065971,1575034.915112596,1949217.4087907947,8967281.660997365,16503203.450408125,580357.0828021833,6003374.279720353,8764317.736227464,572158.8890163095,39748211.39219729,16916223.56717732,1543606.2772837386,4986332.776640061,20468537.383197818,44524165.73700662,829050.1093723446,17887217578.91221,36514239.799698085,46209279.487583876,62998.586255553666,15129451.42014476,15928547.119239982,54180194.106993936,50206.13713341314,859083530.7495241,31496158.13344048,26888132.986328542,280868.7514187977,1355871164.8933098
138,910881.0990403497,16906877.973845683,21600748.870225728,783423.9737839324,476867.1744618706,11497806.087757887,35349920.367823884,1517355.1780625905,1791472.2505157338,11624881.848380068,2400695.4446459636,1473354.181065971,1515114.2772624474,1949217.4087907947,8965508.416283177,16500739.459846783,580357.0828021833,6003374.279720353,8764318.04129702,567485.6945549416,29822625.14716857,16916223.56717732,1539164.23307233,4961316.383860665,20468537.383197818,33576328.05938113,549962.2138933673,17887217578.91221,36514239.799698085,46209279.487583876,62488.61033529564,15104714.237354878,12076853.597853342,54112318.41828455,50206.0938023445,859083530.7495241,31496158.13344048,26888132.986328542,277157.0610321866,1351029423.383641
139,910881.0990403497,5604246.383681882,21600590.716950193,783423.9737839324,476867.1744618706,11497806.087757887,35349685.19841104,1514876.3431046316,1791472.2505157338,3939862.019169093,2400677.331959629,1473354.181065971,1300360.2172022369,1949217.4087907947,8965475.21278618,16498498.547342557,580357.0828021833,6003374.279720353,8764316.507516783,558347.0350900644,27598409.475148533,16916223.56717732,1537101.8924782113,4919738.104500833,20468537.383197818,33576328.05938113,534174.0905582102,17887217578.909363,36514239.799698085,46209279.487583876,61004.0203929876,15075936.5028071,12076853.597853342,54112318.41828455,50043.97720441303,859083530.6807429,31496158.13344048,26888132.986328542,277157.0610321866,1346696201.2628722
140,910881.0990403497,5604246.383681882,21516600.594791133,783423.9737839324,476867.1744618706,11497806.087757887,35349685.19841104,1511757.7081325406,1791472.2505157338,3939862.019169093,2399953.34791318,1473354.181065971,1138978.2193124185,1949217.4087907947,8962577.85090408,16496073.845630735,580357.0828021833,6003374.279720353,8764299.779301364,552422.8090938784,26202705.891560104,16916223.56717732,1440026.6819782523,4884042.703061573,20468537.383197818,33576328.05938113,504313.8791233606,17887217578.713634,36514239.799698085,46209279.487583876,60493.40049223946,15053501.372931343,12076853.597853342,54112318.41828455,50043.92644832353,859083530.6807429,31496158.13344048,26888132.986328542,277156.7496251558,1341927579.2058463
141,910881.0990403497,5604246.383681882,21516547.49733263,783423.9737839324,476867.1744618706,11497806.087757887,35349690.289027736,1509008.9953539695,1791472.2505157338,3939862.019169093,2400006.34884644,1473354.181065971,1028047.5029479485,1949217.4087907947,8959733.33451369,16494217.708598472,580357.0828021833,6003374.279720353,8764278.685809417,552422.8090938784,25588386.21423159,16916223.56717732,1415797.6302701759,4856335.220398005,20468537.383197818,33576328.05938113,511293.9778136501,17887217578.713634,36514239.799698085,46209279.487583876,60494.889871374406,15023411.358664533,12076853.597853342,54112318.41828455,48224.53502598505,859083530.6629252,31496158.13344048,26888132.986328542,262292.0290323496,1337784611.243561
142,910881.0990403497,5604246.383681882,19063935.986580413,783423.9737839324,399764.1476113678,11497806.087757887,35234212.80649174,1506559.2271715184,1791472.2505157338,3939862.019169093,2394343.9936364125,1473354.181065971,964774.0772548169,1949217.4087907947,8958644.653551605,16492486.509417718,580357.0828021833,6003374.279720353,8764279.151935656,545192.3279668442,25588386.21423159,16916223.56717732,1415797.6171068335,4824516.351584209,20468537.383197818,33576328.05938113,472425.57594562287,17887217578.713634,36514239.799698085,46209279.487583876,60459.16245364243,14997680.663001778,12076853.597853342,54112318.41828455,48224.53502598505,859083530.6629252,31496158.13344048,26888132.986328542,258946.2017491101,1332684441.0637088
143,910881.0990403497,5604246.383681882,19063925.973138537,783423.9737839324,338488.0949179283,11497806.087757887,35234181.520814896,1503622.9026242816,1791472.2505157338,3939862.019169093,2394340.37616362,1472927.8340402362,946486.1233205083,1949217.4087907947,8941900.969013464,16490588.786716575,580357.0828021833,6003374.279720353,8712627.491383465,540061.647918751,25588386.21423159,16916223.56717732,1412679.1901615376,4788141.60264888,20468537.383197818,33576328.05938113,462751.42147135333,17887217578.632156,36514239.799698085,35794445.93335276,58954.18339168215,14969500.369275823,12076853.597853342,54112318.41828455,48224.408804917904,859083530.629505,31496158.13344048,26888132.986328542,258802.77067694833,1328168187.1141207
144,910881.0990403497,5604246.383681882,19063915.445979156,780051.6556078399,338488.0949179283,11497806.087757887,35228693.0496328,1500122.9200378726,1791472.2505157338,3939862.019169093,2394323.292851475,1467851.858585179,946486.1233205083,1949217.4087907947,8935754.004515853,16488114.005006619,580357.0828021833,6003374.279720353,8712495.163690653,532810.3805908663,25588386.21423159,16916223.56717732,1287883.245043944,4760242.6319981385,20468537.383197818,33576328.05938113,433389.63111785246,17887217578.553608,36514239.799698085,35794445.93335276,58954.183375069355,14940398.288030228,12076853.597853342,54112318.41828455,22497.058832017185,859083530.629505,31496158.13344048,26888132.986328542,257219.77007680226,1323818073.6278815
145,910881.0990403497,5604246.383681882,18524134.0694216,780051.6556078399,338488.0949179283,11473245.938591016,35085293.50147229,1497648.6452493672,1791472.2505157338,3939862.019169093,2394271.743198075,1465785.4378192276,946486.1233205083,1949217.4087907947,8935754.004376078,16486188.32132112,580357.0828021833,6003374.279720353,8702467.674889226,519522.76697661134,25588386.21423159,16916223.56717732,1240240.12835232,4726049.420261017,20468537.383197818,33576328.05938113,433285.7174351249,17887217578.472897,36514239.799698085,35794445.93335276,58819.41632060806,14913161.180818018,12076853.597853342,54112318.41828455,21298.15537727718,859083530.629505,31496158.13344048,26888132.986328542,256631.9384955209,1318754799.236532
146,910881.0990403497,5604246.383681882,18524132.367830202,780051.6556078399,338488.0949179283,11473245.938591016,35085279.6996515,1493560.1764895606,1791472.2505157338,3939862.019169093,2394271.3080301546,1465408.6915220728,946486.1233205083,1949217.4087907947,8934366.272668652,16484286.04373303,580357.0828021833,6003374.279720353,8702329.886238605,511604.9694260054,25588386.21423159,16916223.56717732,1211063.3378334863,4698107.768252759,20468537.383197818,33576328.05938113,422783.8261223856,17887217578.472897,36514239.799698085,35794445.93335276,58818.53027685362,14883303.299638292,12076853.597853342,54112318.41828455,20998.970037787694,859083530.618113,31496158.13344048,26888132.986328542,254783.0658314002,1314822131.7335622
147,910881.0990403497,5604246.383681882,16499764.860088568,779295.6342183984,338488.0949179283,11473245.938591016,34546659.80053716,1492147.1059682313,1791472.2505157338,3939862.019169093,2394263.124362308,1463572.0203415179,946486.1233205083,1949217.4087907947,8934366.87689045,16482345.775145108,580357.0828021833,6003374.279720353,8702329.821546135,496976.7982205274,25588386.21423159,16916223.56717732,1182836.236475432,4677351.888979666,20468537.383197818,33576328.05938113,419157.2861299308,17887217578.472897,36514239.799698085,35794445.93335276,58818.526780987064,14856632.092191724,12076853.597853342,54112318.41828455,20746.73766238621,859083530.615075,31496158.13344048,26888132.986328542,254918.77808985743,1311770205.6051834
148,910881.0990403497,5604246.383681882,16499760.61730729,778127.4237916281,338488.0949179283,11473245.938591016,34539565.91531655,1489486.7357963275,1791472.2505157338,3939862.019169093,2394263.124362308,1458283.1011928297,946486.1233205083,1949217.4087907947,8933109.047554845,16480653.399253525,580357.0828021833,6003374.279720353,8692288.199135795,493945.90689703013,25588386.21423159,16916223.56717732,935925.6214808882,4642854.610126745,20468537.383197818,33576328.05938113,419156.92864900583,17887217578.39585,36514239.799698085,28338432.060645092,58781.77635935929,14829853.113717485,12076853.597853342,54112318.41828455,13462.402774070559,859083530.615075,31496158.13344048,26888132.986328542,254918.77600668053,1307673747.430117
149,910881.0990403497,5604246.383681882,16499706.469215559,778127.4237916281,338488.0949179283,11473245.938591016,34533126.03181839,1485322.0141177892,1791472.2505157338,3939862.019169093,2394123.1212595343,1455233.697374815,946486.1233205083,1949217.4087907947,8932637.746728214,16478694.360729003,580357.0828021833,6003374.279720353,8640189.025868386,493945.90689703013,25588386.21423159,16916223.56717732,935845.865468817,4615163.035411474,20468537.383197818,33576328.05938113,417515.97213977814,17887217578.348907,36514239.799698085,28338432.060645092,58771.55759768553,14803444.887203282,12076853.597853342,53974673.58081282,13462.402774070559,859083530.6111667,31496158.13344048,11523443.263090516,253867.84926872575,1303545411.9468782
150,910881.0990403497,5604246.383681882,16499681.90033479,778127.4237916281,338488.0949179283,11473245.938591016,34533127.316822335,1482464.8317263857,1791472.2505157338,3939862.019169093,2394123.204727899,1453550.482525764,946486.1233205083,1949217.4087907947,8932622.83534143,16476913.431227285,580357.0828021833,6003374.279720353,8125223.751664358,484319.3188811707,25588386.21423159,16916223.56717732,905983.8637674225,4595014.736135705,20468537.383197818,33576328.05938113,417515.9295998478,17887217578.330627,36514239.799698085,25590289.302337013,58714.06738588285,14778239.188241316,12076853.597853342,53974673.58081282,13459.662796927272,859083530.6111667,31496158.13344048,11523443.263090516,244953.71472025747,1298562431.5412831
151,910881.0990403497,5604246.383681882,16456622.829921734,778127.4237916281,338488.0949179283,11473245.938591016,34528528.54538507,1479547.2222484075,1791472.2505157338,3939862.019169093,2394046.5897385343,1450366.1516753968,946486.1233205083,1949217.4087907947,8932524.077881327,16475058.694004165,580357.0828021833,6003374.279720353,8625027.486047821,483128.4366680747,25588386.21423159,16916223.56717732,901734.9216046458,4578929.7850784855,20468537.383197818,33576328.05938113,384928.4207880272,17887217578.329086,36514239.799698085,25590289.302337013,56942.29782427258,14750129.816695979,12076853.597853342,53974673.58081282,13344.824817659282,859083530.6111667,31496158.13344048,11523443.263090516,207403.65026360072,1294770085.0515304
152,893805.6964309574,5604246.383681882,16367304.807413986,778127.4237916281,338488.0949179283,11473245.938591016,34527874.19398423,1476892.5089561853,1791472.2505157338,3939862.019169093,2394039.099458554,1447481.1117488802,946486.1233205083,1949217.4087907947,8931709.238626508,16473223.743340189,580357.0828021833,6003374.279720353,8609467.329896502,483128.4366680747,25588386.21423159,16916223.56717732,899124.232339796,4557507.5438062465,20468537.383197818,12494946.138065625,384928.42497127806,17887217578.30044,36514239.799698085,25590289.302337013,55703.810753849095,14722841.793547412,12076853.597853342,53974673.58081282,12635.756632453003,859083530.6089265,31496158.13344048,11523443.263090516,207403.66286355825,1291860439.5887592
153,893805.6964309574,5604246.383681882,16422377.319146236,778127.4237916281,338488.0949179283,11473245.938591016,34522071.071380556,1474868.4559550516,1791472.2505157338,3939862.019169093,2394031.7311524064,1444905.7230029406,946486.1233205083,1949217.4087907947,8914801.04378146,16471801.749857377,580357.0828021833,6003374.279720353,8555269.382604294,483128.4366680747,25588386.21423159,16916223.56717732,834559.3869823052,4541366.780701617,20468537.383197818,12494946.138065625,384783.8483289238,17887217578.30044,36514239.799698085,25590289.302337013,54512.20469223651,14695985.798382489,12076853.597853342,53974673.58081282,12635.756632453003,859083530.6059932,28957899.143674165,11523443.263090516,207231.1134363753,1287831890.3479564
154,893805.6964309574,5604246.383681882,15693064.730929615,778127.4237916281,338488.0949179283,11473245.938591016,34522061.53623475,1471420.7792350282,1791472.2505157338,3939862.019169093,2394029.5900033866,1441444.110946216,946486.1233205083,1949217.4087907947,8914801.04378146,16470693.573981998,560897.7840806316,6003374.279720353,8497381.166734075,483128.4366680747,25588386.21423159,16916223.56717732,834561.7813046272,4527725.947364575,20468537.383197818,12494946.138065625,295617.5133134267,17887217578.292377,36514239.799698085,25590289.302337013,54511.89558505442,14667649.282152025,12076853.597853342,53974673.58081282,12649.783769417156,859083530.6048505,28957899.143674165,11523443.263090516,206092.08824186889,1284054789.4614265
155,891934.8712745258,5604246.383681882,15693065.131358178,777413.776215531,338488.0949179283,11473245.938591016,34521428.362309836,1469077.2746746677,1791472.2505157338,3939862.019169093,2394025.6309907115,1436913.8270508023,946486.1233205083,1949217.4087907947,8914326.241433673,16469304.435022866,560897.7840806316,6003374.279720353,8497356.795957876,472889.002260606,25588386.21423159,16916223.56717732,800201.6332311307,4514370.8588340795,20468537.383197818,12494946.138065625,295552.4014666298,17887217578.28762,36514239.799698085,25590289.302337013,53839.26771851824,14637928.463048441,12076853.597853342,53974673.10087606,12373.10652298043,859083530.6033826,28957899.143674165,11523443.263090516,204797.30030877987,1280894094.7796721
156,840303.2992988587,5604246.383681882,15693064.37126131,776151.7110626241,338488.0949179283,11473245.938591016,34517523.9844704,1466337.095615524,1791472.2505157338,3939862.019169093,2392952.677162261,1431741.931649009,946486.1233205083,1949217.4087907947,8911846.704173246,16468194.954171332,560897.7840806316,6003374.279720353,8497324.287018182,472889.002260606,25588386.21423159,16916223.56717732,775723.106435523,4503222.150147823,20468537.383197818,12494946.138065625,295365.8236816737,17887217578.28027,36514239.799698085,25590289.302337013,52924.95995692449,14614625.537194174,12076853.597853342,53974673.10087606,12226.84187030589,859083530.6032139,28957899.143674165,11523443.263090516,196808.96726221096,1277732819.9895103
157,645974.7027533406,5604246.383681882,15693456.87275678,776151.7110626241,338488.0949179283,11473245.938591016,34517524.13095798,1463766.863096836,1791472.2505157338,3939862.019169093,2392943.3834911743,1424638.757254614,946486.1233205083,1949217.4087907947,8911542.70931649,16466992.619797895,560897.7840806316,6003374.279720353,8404604.335651087,472889.002260606,25588386.21423159,16916223.56717732,771298.6582661141,4492434.84245912,20468537.383197818,12494946.138065625,293832.8130288427,17887217578.28027,36514239.799698085,25590289.302337013,51377.63563388103,14592070.53383374,12076853.597853342,53974673.10087606,11779.223079612435,859083530.6006333,28576535.83108896,10540867.651857056,196694.48442849345,1274438866.1231072
158,645974.7027533406,5604246.383681882,15693489.281107455,775466.689032149,338488.0949179283,11473245.938591016,34517529.22617183,1460817.8206221198,1791472.2505157338,3939862.019169093,2392916.6033638907,1419730.9323766613,946486.1233205083,1949217.4087907947,8888669.04896976,16466006.361494247,560897.7840806316,6003374.279720353,8384961.568203356,471989.2641744241,25588386.21423159,16916223.56717732,771193.3091796516,4484848.604345849,20468537.383197818,12494946.138065625,225207.76177436026,17887217578.276154,36514239.799698085,25590289.302337013,23441.825274903884,14563083.140774874,12076853.597853342,53974673.10087606,10594.209091746052,859083530.6006333,28576535.83108896,10540867.651857056,196694.48441742914,1271778382.353249
159,645974.7027533406,5604246.383681882,15693048.518081522,774555.8075554108,338488.0949179283,11473245.938591016,34510335.47779505,1458677.4400420424,1791472.2505157338,3939862.019169093,2392912.6680447506,1414493.026016497,946486.1233205083,1949217.4087907947,8885135.527492933,16465222.956836892,560897.7840806316,6003374.279720353,8384948.121065927,470701.87889806705,25588386.21423159,16916223.56717732,770839.537076952,4477769.123879093,20468537.383197818,12177190.415945843,225138.65407609462,17887217578.276154,36514239.799698085,25590289.302337013,23119.34895694198,14540305.122434055,12076853.597853342,53974673.10087606,10593.6995339151,859083530.6006333,28576535.83108896,10540867.651857056,196694.1840711758,1268834085.2255862
160,645974.7027533406,5604246.383681882,15634014.066175936,773929.807750155,338488.0949179283,11473245.938591016,34370192.3908731,1456667.3594470615,1791472.2505157338,3939862.019169093,2392914.402041821,1409423.4507190264,946486.1233205083,1949217.4087907947,8826051.505886914,16464358.453396833,560897.7840806316,6003374.279720353,8383439.342027303,469425.6632695838,5919139.377320514,16916223.56717732,764884.4978405191,4470225.408464451,20468537.383197818,12177190.415945843,219620.1406721621,17887217578.276154,36514239.799698085,25590289.302337013,23117.93287673667,14510724.350153612,12076853.597853342,53974673.10087606,10593.649557503544,859083530.6006333,28576535.83108896,10540867.651857056,188191.86504198267,1266462327.9745312
161,645974.7027533406,5604246.383681882,15579454.806363622,773494.7325393609,338488.0949179283,11473245.938591016,34367836.45335584,1453492.909300341,1791472.2505157338,3939862.019169093,2317166.3327854844,1406267.7276748396,946486.1233205083,1949217.4087907947,8825691.173092257,16463401.754887303,560897.7840806316,6003374.279720353,8345187.651393249,464314.26807700185,5244388.174324989,16916223.56717732,764872.4876551385,4464009.448745634,20468537.383197818,12177190.415945843,219620.14276736666,17887217578.27445,36514239.799698085,25590289.302337013,22811.17212970698,14475802.522509346,12076853.597853342,53974673.10087606,10523.443105977072,859083530.6006333,28576535.83108896,10540867.651857056,186051.69944133138,1264028062.5439856
162,645974.7027533406,5604246.383681882,15579419.444268495,773188.7335472378,338488.0949179283,11473245.938591016,34241689.616564214,1448728.734939608,1791472.2505157338,3939862.019169093,2317166.3327854844,1400663.2461970518,946486.1233205083,1949217.4087907947,8822102.000125824,16462619.058527293,388368.39325458655,6003374.279720353,7728007.224860251,462402.079796025,5244388.174324989,16916223.56717732,752243.4552769844,4459468.027033062,20468537.383197818,12177190.415945843,219550.9763786131,17887217578.27445,36514239.799698085,25590289.302337013,22752.679163091234,14447116.868079612,12076853.597853342,53974673.10087606,10514.519798497082,859083530.6004701,11961203.334411716,10540867.651857056,186051.69944133138,1261801058.8765857
163,645974.7027533406,5604246.383681882,15566102.157146698,772970.8525780016,338488.0949179283,11473245.938591016,34235801.49891246,1445143.284795423,1791472.2505157338,3939862.019169093,2317166.902443596,1397269.7103510015,946486.1233205083,1949217.4087907947,8822095.052561438,16461979.051353691,388368.39325458655,6003374.279720353,7726954.701256672,460252.8659322811,5244388.174324989,16916223.56717732,721611.8268457054,4454878.487450545,18690238.68670714,12177190.415945843,217949.72075215302,17887217578.27374,36514239.799698085,25590289.302337013,22748.523133671828,14424802.264503032,12076853.597853342,53974673.10087606,10514.40079387952,859083530.5999347,11516496.996301312,10540867.651857056,185238.0811490788,1260217268.601703
164,645974.7027533406,5604246.383681882,15564889.190738657,772813.77514082,338488.0949179283,11473245.938591016,34235801.23937221,1442419.4938561814,1791472.2505157338,3939862.019169093,2317167.587855652,1390377.9876784966,946486.1233205083,1949217.4087907947,8822041.034084043,16461228.99249009,388368.39325458655,6003374.279720353,7712068.647080938,458329.9012954484,5244388.174324989,16916223.56717732,719724.3275031885,4450691.4589806255,18690238.68670714,12177190.415945843,217717.51456324328,17887217578.27246,36514239.799698085,25590289.302337013,22539.743631576064,14394847.73277872,12076853.597853342,53974673.10087606,10347.26989695697,859083530.5993189,11516496.996301312,10540867.651857056,183609.30482949284,1258537488.7215798
165,645974.7027533406,5604246.383681882,15564889.190738657,770171.1390707847,338488.0949179283,11473245.938591016,34235801.322690465,1440332.9853753594,1791472.2505157338,3939862.019169093,2317167.04916729,1385631.7077994144,946486.1233205083,1949217.4087907947,8815694.429018833,16460498.697778512,388368.39325458655,6003374.279720353,7712068.647080284,457464.8180945576,5244388.174324989,16916223.56717732,713445.0381643326,4446842.748501462,18690238.68670714,12177190.415945843,217598.3965785947,17887217578.271214,36514239.799698085,25590289.302337013,22412.869929496588,14362435.224658461,12076853.597853342,45042524.340098456,10347.268154922715,859083530.5987339,11516496.996301312,10540867.651857056,182127.21557315844,1257246452.4061399
166,622980.7950442322,5604246.383681882,15562205.695092501,770171.1390707847,338488.0949179283,11473245.938591016,34213664.191975355,1437574.8935082913,1791472.2505157338,3939862.019169093,2316415.6735075805,1378312.6717499765,946486.1233205083,1949217.4087907947,8815694.429018833,16459793.248857211,388368.39325458655,6003374.279720353,7266537.892281639,451551.3104959485,5244388.174324989,16916223.56717732,703677.3635547641,4443230.6299231015,18690238.68670714,12177190.415945843,202917.561343185,17887217578.271214,36514239.799698085,25590289.302337013,22412.869929496588,14330706.566095779,12076853.597853342,45042524.340098456,10347.26864804506,859083530.5978905,11516496.996301312,10540867.651857056,183591.0968395074,1256285877.2342744
167,622980.7950442322,5604246.383681882,15562205.695033723,770171.1390707847,338488.0949179283,11473245.938591016,34123831.106582016,1434198.165761545,1791472.2505157338,3939862.019169093,2316316.5481997356,1372415.7425897438,946486.1233205083,1949217.4087907947,8814003.004934194,16459165.312931161,388368.39325458655,6003374.279720353,7234867.959990844,450479.3510274499,5244388.174324989,16916223.56717732,700372.7566687808,4439141.958046438,18690238.68670714,12177190.415945843,202918.13733595546,17887217578.2711,36514239.799698085,25590289.302337013,22534.70842862145,14300127.71585851,12076853.597853342,45042524.340098456,10324.166599621003,859083530.5977265,11516496.996301312,10540867.651857056,166936.272020723,1255646919.8498986
168,423729.1442714667,5604246.383681882,15562061.374598531,769965.9490332073,338488.0949179283,11473245.938591016,34123899.432111286,1431398.0355989437,1791472.2505157338,3939862.019169093,2310277.1187682287,1367499.6098662731,946486.1233205083,1949217.4087907947,8772818.041408848,16458403.827617405,388368.39325458655,6003374.279720353,7233456.608638201,444873.5616482005,5244388.174324989,16916223.56717732,700301.8072660044,4435917.764585105,18690238.68670714,12177190.415945843,202873.98876387754,17887217578.270256,26168438.648335624,25590289.302337013,22412.860767366106,14272231.865080677,11856059.659635646,45042524.340098456,10324.16659919882,859083530.5973718,11516496.996301312,10540867.651857056,166936.272020723,1255071740.375337
169,423729.1442714667,5604246.383681882,15443135.891477719,769577.2720468376,338488.0949179283,11473245.938591016,34123899.18713674,1429260.9684121707,1712894.006406027,3939862.019169093,2310245.380399653,1362999.0337809206,946486.1233205083,1949217.4087907947,8772818.266862463,16457798.097230881,388368.39325458655,6003374.279720353,7232108.278543558,440346.6759210238,5244388.174324989,16916223.56717732,683373.6151732026,4433604.154347871,18690238.68670714,12168281.953805543,202300.58749669697,17887217578.269054,25296599.24783631,25590289.302337013,21126.025640358876,14246503.073373988,11856059.659635646,35576278.4673077,10311.309514139628,859083530.5969751,11487073.407640336,10540867.651857056,166826.5436521329,1254742890.473113
170,423729.1442714667,5604246.383681882,15443135.860328496,767950.5905178841,338488.0949179283,11473245.938591016,34123899.61224711,1426465.1020148443,1712894.006406027,3939862.019169093,2309980.183601147,1357452.6449555096,946486.1233205083,1949217.4087907947,8767300.160379067,16457246.21168744,388368.39325458655,6003374.279720353,7016451.791313607,439376.61558898364,5244388.174324989,16916223.56717732,683373.6127672389,4430058.588718219,18675073.217557307,12168281.953805543,202120.45561818135,17887217578.268665,24729404.86599943,25590289.302337013,21124.73974072072,14216609.166219994,11856059.659635646,35576278.4673077,10233.95449457018,859083530.5962428,11487073.407640336,10540867.651857056,164473.92192985635,1254610239.9765475
171,423729.1442714667,5604246.383681882,15442705.357993312,767454.350076831,338488.0949179283,11473245.938591016,34123831.67832528,1423858.2480268038,1712894.006406027,3939862.019169093,2309944.653552405,1356654.9063081937,946486.1233205083,1949217.4087907947,8765360.787885467,16456666.928164996,388368.39325458655,6003374.279720353,7016438.417818604,437522.4215222599,5244388.174324989,16916223.56717732,665657.1763751596,4426043.204714607,18675073.217557307,12168281.953805543,188056.90340368412,17887217578.26796,24449546.377858788,25590289.302337013,21124.506404540276,14181857.783199979,11856059.659635646,35576278.4673077,10208.338935425234,859083530.5960253,11487073.407640336,10540867.651857056,163387.6564534229,1254566038.4468656
172,423729.1442714667,5604246.383681882,15442698.919334741,766302.5376153786,338488.0949179283,11473245.938591016,34122714.217784256,1421252.7383967715,1712894.006406027,3939862.019169093,2309845.8128209487,1355846.4103891996,946486.1233205083,1949217.4087907947,8765352.11057914,16456108.413571747,388368.39325458655,6003374.279720353,7015881.305454373,436406.25893794006,5244388.174324989,16916223.56717732,580486.4391841611,4423044.998931374,18675073.217557307,12168281.953805543,187852.1335406003,17887217578.267,11032514.076383706,25590289.302337013,21124.48632074808,14155782.484792948,11856059.659635646,35576278.4673077,10193.072036811183,859083530.595837,11487073.407640336,10540867.651857056,161810.3201685599,1254516721.1979628
173,423729.1442714667,5604246.383681882,15439650.66473505,766302.5376153786,338488.0949179283,11473245.938591016,34119019.26422192,1418117.5632694832,1712894.006406027,3939862.019169093,2304930.546587669,1355801.5710802427,946486.1233205083,1949217.4087907947,8749883.250888625,16455545.16149081,388368.39325458655,6003374.279720353,7015877.203872515,429467.47656118963,5244388.174324989,16916223.56717732,580486.4391841611,4420757.099593349,18675073.217557307,12168281.953805543,187852.1335406003,17887217578.26651,10341857.763298286,25590289.302337013,21001.66659275642,14125144.320825784,11856059.659635646,35576278.4673077,10184.257767161893,859083530.5956998,11487073.407640336,10540867.651857056,162983.0930334862,1254515326.6701813
174,423729.1442714667,5604246.383681882,15439650.624245428,765945.8944927702,338488.0949179283,11473245.938591016,34119015.18298947,1416522.3489046518,1712894.006406027,3939862.019169093,2308978.06207532,1355801.5710802427,946486.1233205083,1949217.4087907947,8749882.960932197,16455065.316727832,388368.39325458655,6003374.279720353,7015846.267474059,425478.73821150616,5244388.174324989,16916223.56717732,578553.3054620521,4417173.423551678,18675073.217557307,12168281.953805543,185051.77947753874,17887217578.2659,9875779.126469335,25590289.302337013,20792.631911527817,14100755.068778615,11453647.560033336,35576278.4673077,10167.452169725497,859083530.5952804,11487073.407640336,10540867.651857056,161806.37489669767,1254450991.0510583
175,423729.1442714667,5604246.383681882,15439596.14767655,765400.3298183209,338488.0949179283,11473245.938591016,34068292.35087212,1411438.3097105362,1712894.006406027,3939862.019169093,2308978.0581155214,1355736.649889902,946486.1233205083,1949217.4087907947,8745147.587175565,16454585.994492305,388368.39325458655,6003374.279720353,6571302.770003938,423287.528907351,5244388.174324989,16916223.56717732,548977.7046712115,4414080.3183042295,18675073.217557307,12168281.953805543,184930.99402039562,17887217578.265553,9621563.997629168,25590289.302337013,20673.0996277644,14070235.847284231,11453647.560033336,35576278.4673077,9105.118267611575,859083530.5951798,11487073.407640336,10540867.651857056,161353.95200484147,1254347888.1994655
